weight_tons,distance_km,transport_mode,carbon_emissions_kg
44.7,1254.7,Air,69147.8
38.8,1943.8,Truck,8172.15
31.8,1082.3,Rail,793.54
31.3,959.0,Sea,486.16
2.0,2310.6,Air,5793.29
18.3,433.9,Air,9810.55
4.3,172.4,Sea,11.58
22.7,2274.5,Sea,841.5
36.5,2293.7,Truck,8899.65
11.5,1926.1,Air,28401.6
18.1,2179.3,Air,49130.96
14.2,465.6,Truck,674.07
29.5,2666.5,Rail,1756.96
7.4,1586.0,Truck,1228.14
25.5,1691.3,Rail,990.7
45.7,594.8,Air,32279.42
9.7,895.5,Truck,918.8
48.4,2074.6,Rail,2308.49
30.0,2571.5,Air,97789.56
6.3,1589.2,Rail,210.34
16.4,2597.6,Air,54951.78
5.4,1892.5,Rail,214.51
16.1,1052.6,Rail,371.12
42.8,1624.7,Rail,1590.92
39.0,864.5,Air,42680.08
12.6,1628.2,Sea,318.97
8.7,2298.3,Sea,330.25
15.4,2421.8,Air,45258.78
46.7,1823.8,Rail,1931.64
27.5,592.4,Rail,371.2
13.7,655.0,Truck,934.94
26.8,226.0,Truck,658.82
15.5,1049.6,Air,20087.25
5.9,2823.6,Truck,1736.47
7.4,2578.6,Sea,308.25
27.7,205.0,Sea,89.9
47.5,679.6,Sea,515.25
45.9,888.8,Truck,4367.07
48.3,1641.3,Air,99762.65
34.7,221.8,Sea,128.71
35.3,1182.6,Rail,933.88
28.7,233.5,Rail,153.61
39.6,1991.2,Sea,1236.36
42.4,320.0,Air,16912.29
29.8,2701.2,Rail,1762.91
45.1,2870.6,Sea,2101.48
25.3,1214.5,Sea,485.19
25.1,1116.5,Sea,457.07
21.5,2525.2,Rail,1185.71
13.1,1004.6,Sea,206.4
2.7,1068.5,Truck,307.85
39.7,1156.3,Truck,4942.79
5.5,118.2,Sea,10.67
45.5,856.1,Sea,647.26
32.7,536.4,Air,21537.84
26.2,1668.0,Sea,689.91
21.3,1364.4,Truck,2918.08
48.0,2167.4,Truck,10602.55
40.8,2718.4,Truck,11515.69
49.1,824.1,Sea,664.19
26.8,2570.3,Rail,1475.48
25.1,2103.4,Air,66038.78
20.5,2858.1,Air,75513.65
8.4,1028.6,Rail,191.43
33.2,2721.0,Rail,2056.46
4.5,2011.9,Sea,147.48
22.5,175.6,Rail,88.84
13.9,1561.1,Sea,349.9
29.6,1388.3,Truck,4275.85
14.9,2165.2,Air,39405.39
7.2,792.4,Sea,92.64
3.2,2902.1,Truck,929.83
6.6,2731.5,Rail,407.19
34.2,847.8,Air,35457.02
42.9,798.6,Truck,3541.32
25.4,543.7,Rail,300.22
26.4,2901.0,Rail,1721.95
25.3,2982.4,Truck,7651.27
35.3,1697.5,Air,71722.14
5.1,969.3,Rail,110.57
49.4,2557.6,Rail,2734.19
7.4,1192.0,Truck,898.32
37.8,138.6,Air,6454.14
27.5,904.3,Sea,393.98
9.6,2183.9,Sea,348.05
43.6,1313.7,Rail,1280.45
16.2,1442.2,Rail,519.65
8.1,899.7,Air,9254.39
33.1,1476.2,Sea,787.29
9.7,2437.3,Truck,2534.52
13.4,2516.2,Sea,551.02
43.9,2534.9,Sea,1770.42
16.6,2150.9,Sea,579.06
7.5,829.5,Sea,96.58
12.5,832.3,Truck,1116.47
37.7,1291.7,Truck,5232.69
21.8,1798.7,Rail,862.91
44.0,1765.5,Truck,8002.54
25.2,1293.2,Rail,702.77
17.0,386.9,Rail,151.28
42.8,1933.9,Air,98832.99
4.8,2874.9,Sea,214.64
8.8,98.4,Air,1048.64
21.7,2928.7,Truck,6651.78
44.3,335.0,Truck,1524.31
45.6,1438.4,Sea,1026.92
24.4,2889.2,Truck,7552.42
16.4,495.0,Sea,136.17
2.6,2474.8,Rail,135.36
35.9,772.4,Truck,2874.62
12.2,308.1,Sea,59.67
13.1,1153.5,Rail,336.21
22.2,2942.2,Rail,1431.18
6.7,2332.9,Sea,241.18
4.3,143.3,Sea,9.5
12.1,1746.1,Truck,2244.93
23.0,2557.2,Air,73902.65
32.5,884.0,Air,36470.11
16.3,1273.8,Sea,322.31
31.1,2276.9,Truck,7124.86
33.4,1209.5,Rail,883.0
41.0,596.4,Air,30637.67
49.3,1577.2,Truck,8449.39
31.3,1313.9,Truck,4480.37
34.7,1474.3,Rail,1119.35
6.3,2376.3,Sea,247.21
2.8,917.6,Sea,41.97
33.0,1918.2,Sea,1035.0
35.6,2761.8,Truck,10258.34
48.0,1593.0,Sea,1261.1
16.8,2127.2,Truck,3643.29
31.1,460.6,Truck,1486.57
12.6,990.4,Truck,1271.44
16.0,2954.2,Truck,4863.15
30.3,845.6,Sea,421.34
13.2,717.0,Air,11381.3
27.2,1296.1,Sea,553.47
40.7,424.4,Air,22561.77
45.1,1888.4,Rail,1832.83
17.3,1078.0,Rail,415.47
15.1,1164.4,Truck,1858.45
6.7,2396.6,Sea,262.53
34.6,1090.7,Air,46767.81
24.7,735.6,Sea,303.39
36.6,1398.4,Truck,5502.83
45.0,1055.4,Air,60839.58
9.7,1852.4,Sea,295.62
18.6,1477.4,Sea,456.92
46.6,173.1,Rail,172.11
43.4,2497.8,Air,129488.08
13.1,2791.9,Truck,3758.41
2.2,1677.6,Air,4463.11
31.6,1201.2,Sea,612.83
39.3,104.6,Rail,93.73
36.5,2063.9,Air,91388.66
45.6,2155.0,Air,124077.03
41.7,2292.6,Sea,1506.37
32.9,751.0,Truck,2505.83
5.8,1239.5,Rail,157.65
44.5,2365.3,Truck,10704.01
3.5,2590.5,Truck,983.3
45.0,2239.0,Air,123012.51
10.3,304.7,Rail,70.54
26.1,1969.7,Sea,810.94
43.8,107.1,Truck,513.4
2.6,849.5,Truck,233.83
30.7,102.6,Rail,71.23
11.4,2061.2,Rail,536.85
1.6,535.0,Truck,93.55
27.6,407.5,Air,13373.92
33.5,685.4,Air,29257.99
5.2,1002.6,Sea,86.08
13.7,2881.0,Rail,874.23
38.6,2965.7,Sea,1889.28
37.9,120.5,Air,5779.73
13.1,1215.6,Rail,356.06
24.6,322.1,Rail,179.27
19.4,1365.6,Air,33609.98
16.5,2748.3,Truck,4641.35
24.3,2104.9,Air,66030.25
3.2,275.8,Truck,91.98
4.2,73.4,Air,382.85
37.3,675.8,Truck,2603.87
49.5,806.1,Truck,3989.76
23.0,2394.1,Sea,878.96
26.2,1674.3,Air,53988.36
38.9,192.1,Air,8987.17
18.5,2180.3,Sea,631.23
34.0,969.5,Rail,705.15
34.6,1787.2,Sea,985.31
27.2,1689.1,Air,56856.38
13.1,1812.8,Rail,515.87
44.4,628.8,Sea,452.47
12.5,1395.4,Air,22548.32
2.0,2577.2,Air,6490.17
34.7,740.5,Air,33534.61
43.9,1386.3,Rail,1316.39
48.4,2911.2,Rail,3228.0
23.3,758.3,Truck,1775.66
28.2,2532.7,Rail,1629.74
41.5,2667.2,Air,131445.58
42.6,1417.1,Sea,1000.82
22.8,2242.8,Rail,1089.93
4.9,523.5,Truck,258.13
7.4,2836.9,Rail,453.03
40.4,2942.5,Air,146606.2
37.0,392.5,Truck,1576.89
39.8,1929.3,Sea,1188.31
48.3,1012.3,Sea,752.55
36.7,268.0,Sea,152.58
9.4,293.0,Rail,58.47
30.5,2272.3,Sea,1064.04
8.2,1429.8,Rail,270.74
40.9,1333.9,Sea,876.72
45.9,337.9,Air,19194.76
22.5,1886.0,Sea,646.87
7.9,1669.5,Air,16480.7
45.3,274.3,Rail,280.02
26.0,285.7,Sea,123.97
37.6,154.4,Air,7445.51
21.8,991.4,Rail,466.92
44.8,1439.2,Air,83594.42
13.5,803.1,Air,14030.65
49.4,2586.6,Sea,2045.75
21.0,999.5,Air,26003.18
33.9,1653.2,Truck,5805.86
27.2,2975.4,Rail,1857.85
29.8,629.9,Sea,286.19
12.5,2697.2,Air,42063.34
28.2,289.2,Truck,837.64
1.2,2181.9,Sea,41.48
47.0,2644.4,Truck,13212.81
33.2,2875.7,Sea,1477.87
13.6,1609.4,Truck,2187.9
7.6,603.7,Air,5917.44
30.0,2500.6,Sea,1210.88
39.0,2229.1,Sea,1440.38
2.6,613.2,Rail,33.52
24.1,2866.7,Rail,1486.71
1.4,1357.8,Air,2285.65
6.6,712.4,Rail,100.64
24.6,2193.3,Truck,5765.46
30.7,2163.7,Truck,6968.68
49.1,2850.1,Sea,2308.54
32.0,1524.6,Air,60738.33
21.9,579.9,Air,15460.3
43.0,2643.7,Sea,1893.4
26.9,125.0,Sea,56.3
15.7,2905.6,Sea,726.56
20.0,2773.3,Rail,1275.36
13.0,1970.4,Sea,410.98
36.0,2042.7,Truck,7960.1
28.1,1497.6,Truck,4217.07
12.2,2961.2,Sea,576.74
2.0,2758.8,Air,6721.86
47.1,388.0,Sea,300.26
37.6,2983.3,Air,146453.33
43.8,749.7,Rail,700.67
21.7,2095.7,Sea,732.06
44.0,2716.9,Rail,2730.11
10.6,1127.1,Rail,270.25
23.3,1495.4,Truck,3771.28
28.8,260.7,Rail,170.61
8.5,2271.0,Sea,305.94
40.9,1694.8,Air,86921.85
36.4,2705.2,Air,121261.37
40.6,1847.3,Air,90855.94
26.7,2184.6,Sea,976.88
21.7,1934.2,Truck,4370.42
48.3,66.5,Truck,321.5
45.4,1972.3,Sea,1421.88
32.9,292.4,Truck,961.75
21.1,1494.5,Sea,487.08
5.7,2361.6,Air,17158.26
46.2,2165.5,Air,123722.78
19.5,2292.2,Truck,4799.13
39.1,79.0,Truck,314.7
29.7,2322.6,Rail,1549.45
46.0,1270.7,Air,76222.77
4.3,1370.0,Sea,92.23
7.7,2691.7,Truck,2140.28
18.0,131.6,Air,3033.65
31.6,480.2,Truck,1629.36
43.2,2087.9,Truck,9604.94
7.1,475.0,Rail,76.61
21.3,2058.9,Truck,4826.5
25.3,1786.8,Air,56012.32
37.8,2390.2,Truck,9444.45
9.8,1889.1,Air,24252.76
19.9,826.8,Air,21145.18
30.6,2011.1,Truck,6336.99
18.0,1256.6,Rail,508.77
13.5,1039.2,Air,17074.86
16.2,597.9,Sea,147.35
17.1,2767.2,Truck,4807.78
28.9,729.7,Rail,467.86
41.7,65.3,Rail,62.59
9.2,2988.5,Sea,434.81
41.7,1328.5,Air,72441.64
44.2,1891.0,Sea,1364.66
14.5,2263.3,Truck,3567.24
30.0,769.9,Truck,2328.43
15.6,1473.5,Rail,522.14
32.9,1002.1,Sea,514.45
4.7,2096.5,Truck,985.63
44.3,1984.7,Rail,1968.27
28.1,1333.0,Air,47013.91
48.9,822.1,Air,48538.52
36.0,369.3,Air,16175.52
18.6,1658.5,Truck,3081.7
31.1,2155.0,Truck,7197.12
31.2,2153.7,Truck,7187.59
7.1,2553.4,Air,22071.22
48.1,2829.9,Truck,14138.79
6.7,2580.8,Truck,1810.76
28.4,1877.8,Sea,818.22
12.3,2711.0,Rail,737.46
4.1,1149.6,Air,5946.48
30.9,1529.6,Truck,4925.56
31.8,2533.7,Truck,8579.72
26.7,2886.7,Rail,1764.55
39.7,1015.6,Rail,904.18
1.8,1459.8,Sea,42.79
40.5,2814.8,Air,144354.4
43.3,183.3,Sea,127.28
44.2,2414.0,Rail,2450.78
20.1,2656.8,Rail,1128.75
49.9,999.1,Sea,821.5
46.5,2843.3,Truck,14033.76
17.2,477.9,Rail,180.61
30.2,2851.0,Air,103681.41
17.2,553.6,Sea,152.91
17.6,339.8,Air,7730.91
49.8,2652.6,Air,164597.6
18.1,1642.0,Rail,637.61
12.8,1478.5,Air,22798.86
44.8,80.2,Truck,369.4
16.0,1353.7,Rail,473.69
1.4,2014.1,Air,3578.15
25.4,1543.2,Truck,4209.56
31.3,934.5,Truck,3053.06
30.6,613.5,Sea,307.96
43.0,326.7,Air,16745.15
20.9,89.1,Truck,194.59
44.6,718.6,Sea,502.52
3.4,527.7,Air,2133.22
44.1,745.3,Truck,3321.84
23.6,434.4,Air,12869.03
34.2,1386.2,Air,60639.88
21.1,114.3,Rail,50.91
36.9,2906.3,Sea,1794.0
35.5,1485.8,Rail,1181.6
33.4,2487.9,Air,101628.8
31.5,839.6,Rail,592.79
6.7,2660.2,Air,22588.75
32.6,2672.2,Sea,1408.96
38.3,1571.3,Air,71829.02
18.3,2877.3,Truck,5388.75
15.3,767.9,Sea,193.4
26.3,1175.4,Air,39269.16
13.0,746.2,Rail,216.05
14.7,2909.7,Sea,681.13
29.6,2320.8,Air,89486.84
19.5,931.5,Air,22009.97
12.4,210.3,Rail,56.49
13.6,1882.4,Sea,394.66
48.5,1150.2,Air,69726.24
10.2,1515.3,Air,19995.04
8.4,2711.1,Sea,374.88
32.7,1105.9,Rail,794.88
47.3,1454.3,Sea,1103.34
29.1,1741.1,Rail,1078.58
27.0,277.1,Truck,821.49
25.1,1317.4,Air,39271.31
48.8,261.2,Truck,1396.2
12.3,2987.8,Sea,578.47
8.3,768.0,Truck,641.98
28.3,1293.4,Rail,842.67
47.0,1125.8,Truck,5613.49
31.0,1497.4,Air,56991.72
9.0,2712.1,Sea,389.22
38.3,2326.2,Truck,8962.62
3.8,911.9,Air,4488.29
18.1,1393.4,Truck,2574.73
22.9,2385.5,Air,66252.36
14.8,2507.9,Rail,816.28
41.2,1721.2,Air,84715.48
44.3,1302.2,Rail,1212.95
5.2,1177.4,Sea,100.45
47.1,920.0,Sea,721.51
20.5,2122.2,Air,52488.13
48.0,1755.5,Rail,1833.53
25.9,133.7,Rail,77.07
37.0,162.8,Sea,92.69
8.6,1183.9,Rail,222.13
47.6,1332.3,Truck,6421.05
46.2,1348.8,Air,76891.85
4.0,486.2,Sea,29.98
18.4,852.4,Air,19568.54
19.3,1056.2,Air,25317.97
13.8,774.6,Rail,238.73
11.6,730.1,Truck,858.54
24.1,1468.4,Truck,3570.57
26.4,1152.2,Air,36747.17
21.6,2669.6,Truck,6244.74
30.5,2170.3,Sea,1034.69
33.8,2062.3,Air,88756.6
3.4,2462.9,Sea,131.92
21.4,569.9,Truck,1339.46
46.0,1123.8,Air,62189.75
35.1,2094.3,Truck,8026.28
17.9,1363.9,Air,30667.75
18.9,887.8,Air,20947.3
36.1,2861.3,Air,123570.41
33.3,2408.2,Rail,1838.53
20.4,1361.4,Sea,432.48
10.1,166.3,Rail,35.54
38.7,1631.9,Air,78043.6
30.0,2114.9,Truck,6766.68
7.6,2224.4,Sea,261.47
16.2,2125.6,Rail,773.63
11.8,104.2,Rail,28.36
21.5,603.7,Rail,289.71
9.4,1247.8,Truck,1247.53
36.0,664.9,Air,28699.86
10.1,325.1,Air,4004.93
45.6,1371.0,Air,75363.65
24.3,2057.7,Truck,5193.15
46.6,209.2,Sea,156.51
4.7,190.3,Truck,89.42
30.5,1705.5,Rail,1120.58
23.0,1614.2,Sea,582.73
4.8,545.1,Rail,57.24
28.3,793.6,Truck,2472.41
12.4,1303.3,Air,20514.94
3.8,2524.1,Sea,151.85
10.4,2865.2,Rail,645.15
33.5,2955.4,Air,118978.93
9.8,75.1,Sea,11.94
33.1,860.2,Sea,470.32
10.3,2963.6,Air,38875.86
18.0,1181.5,Sea,348.81
42.6,845.3,Sea,600.08
39.4,261.8,Air,13409.25
46.4,1358.4,Truck,6859.2
39.6,2843.6,Truck,12414.73
19.6,2935.4,Rail,1287.14
45.4,2418.0,Sea,1829.22
19.9,985.1,Sea,299.74
46.8,119.1,Air,7113.14
3.7,1428.3,Rail,116.8
12.5,2971.4,Air,47776.22
3.1,589.3,Air,2255.13
1.8,456.6,Truck,86.63
49.7,791.2,Sea,614.69
23.7,819.0,Truck,2137.38
3.7,742.8,Sea,42.83
29.1,1153.1,Truck,3566.35
39.8,539.0,Air,26827.89
9.6,100.7,Truck,100.26
43.7,1765.4,Rail,1768.94
25.8,196.4,Rail,114.95
39.8,2883.7,Air,139915.93
25.4,2255.6,Air,69027.83
24.4,884.0,Sea,351.13
27.3,1448.3,Rail,855.14
19.3,1146.4,Sea,363.65
15.0,1887.3,Air,36254.9
27.6,2746.2,Air,94313.04
48.6,317.7,Air,18367.67
29.8,534.7,Air,19793.44
37.7,86.8,Air,4184.9
33.5,1152.8,Sea,643.48
9.4,2779.5,Rail,589.22
49.4,923.0,Air,59418.71
44.2,403.1,Air,21868.34
15.6,2972.7,Air,59623.67
37.0,2822.7,Rail,2307.97
19.8,782.8,Air,19333.46
4.9,453.9,Air,2822.86
42.5,153.2,Air,7855.18
29.5,2219.0,Truck,6995.62
42.1,750.3,Sea,519.17
23.6,109.6,Air,3217.92
34.4,99.1,Rail,71.26
45.2,193.9,Truck,918.59
49.4,430.0,Rail,448.37
10.7,455.8,Rail,111.37
29.4,2293.8,Air,81605.72
44.8,2177.4,Truck,9825.15
31.7,1910.9,Sea,989.6
20.4,1094.3,Truck,2405.16
24.1,2237.8,Rail,1205.61
6.3,2383.6,Rail,316.09
12.1,1682.1,Truck,2144.68
6.6,1102.9,Air,9539.63
35.6,2385.9,Sea,1410.87
17.3,1895.9,Truck,3518.1
5.8,1789.4,Sea,158.92
20.3,1830.2,Air,44125.21
21.5,2488.9,Rail,1129.18
2.4,1169.3,Rail,64.5
8.5,2257.5,Air,23433.2
25.6,1570.1,Truck,4423.84
30.9,890.6,Rail,618.41
47.9,1596.4,Rail,1622.72
27.4,2142.3,Truck,6027.27
11.6,68.1,Truck,83.93
40.3,2007.6,Rail,1808.45
6.5,1568.8,Sea,155.24
28.1,2049.5,Sea,877.4
46.8,1130.3,Air,66588.18
36.8,1283.6,Rail,1018.59
42.5,1342.9,Truck,5873.72
3.8,371.9,Truck,147.64
49.2,2906.6,Air,177958.42
10.4,1617.7,Truck,1794.47
46.0,987.3,Air,57725.56
13.3,1846.1,Rail,522.54
5.2,2290.0,Rail,272.05
19.9,186.5,Truck,385.06
46.6,2145.3,Rail,2232.76
28.2,1973.7,Rail,1248.13
3.9,1759.9,Truck,698.78
35.3,1225.8,Rail,944.7
31.5,59.6,Rail,41.87
26.0,63.1,Air,2064.11
32.6,2987.5,Truck,10257.52
34.8,656.6,Air,29654.0
44.2,282.5,Rail,275.34
40.9,1652.7,Air,81093.6
29.1,1877.4,Sea,909.98
15.2,2809.7,Air,53928.14
21.5,2566.4,Rail,1240.55
14.6,1128.0,Sea,258.0
32.6,2379.3,Sea,1180.55
16.9,1763.9,Truck,3063.1
41.1,1023.3,Air,52491.31
3.7,622.9,Air,2929.24
24.9,1893.2,Rail,1007.08
37.2,1644.1,Truck,6581.02
16.4,1988.5,Sea,519.1
39.7,517.3,Truck,2093.07
9.9,530.2,Sea,84.47
12.7,2189.4,Sea,440.37
16.4,1096.0,Rail,413.71
2.9,840.0,Rail,53.25
6.1,1476.8,Rail,201.14
26.2,1337.4,Sea,576.28
41.2,177.4,Rail,154.72
38.0,859.1,Sea,503.98
29.9,2823.4,Truck,8852.01
31.6,1071.7,Rail,750.43
41.5,1262.0,Sea,834.73
9.8,693.9,Rail,143.58
10.5,2620.4,Truck,2809.56
48.1,1555.7,Sea,1242.26
39.4,198.9,Sea,128.3
49.6,1435.2,Air,93045.38
1.9,1842.9,Rail,77.68
17.3,716.6,Rail,268.14
23.7,1851.0,Truck,4381.13
4.8,1720.0,Sea,130.13
27.4,2523.9,Air,88524.52
31.7,593.7,Sea,313.63
2.5,1537.6,Rail,80.36
4.0,1272.8,Rail,107.82
49.7,2192.7,Air,140784.77
30.3,2824.8,Truck,9129.08
18.3,2009.8,Air,46435.32
14.0,2907.3,Air,49154.1
9.7,2222.6,Truck,2306.03
46.0,535.1,Air,30620.88
30.7,2112.7,Truck,6826.8
12.7,89.9,Truck,115.88
7.8,947.6,Air,9699.57
43.3,1278.5,Truck,5529.32
44.6,1840.0,Rail,1771.59
20.8,1506.1,Sea,506.49
3.4,2639.3,Rail,196.35
38.5,188.7,Rail,166.08
25.8,2216.6,Truck,5704.62
48.1,434.5,Rail,481.12
2.1,2118.3,Truck,460.04
21.6,1741.5,Sea,601.22
48.4,2804.7,Air,161398.33
40.1,2195.1,Sea,1406.59
41.0,2785.6,Air,141366.26
20.0,1126.1,Air,27641.25
43.7,1508.9,Truck,6723.49
47.2,1374.9,Sea,1065.88
24.4,2923.0,Sea,1141.22
40.5,2957.1,Truck,12442.15
17.4,1430.9,Rail,534.06
44.0,1392.9,Sea,973.97
20.2,337.5,Truck,728.54
11.6,883.3,Air,12281.95
8.0,631.4,Sea,80.69
8.3,2153.9,Rail,378.8
29.4,724.5,Truck,2170.42
22.3,2649.0,Truck,6214.19
10.0,606.2,Sea,100.42
18.6,144.7,Truck,276.68
10.9,2075.0,Sea,379.64
36.9,2602.8,Rail,2135.99
49.1,490.6,Sea,402.61
26.6,623.9,Sea,263.78
7.5,1440.0,Truck,1121.67
39.9,2057.9,Rail,1895.06
12.9,975.6,Air,16207.19
15.1,2762.5,Rail,935.29
16.5,156.3,Rail,57.84
6.9,161.9,Sea,17.66
45.0,2963.9,Air,161712.23
35.3,2829.4,Air,126167.35
27.0,1999.7,Sea,880.0
18.4,265.5,Truck,521.38
10.1,2851.7,Sea,477.23
40.3,1477.3,Sea,927.91
20.9,2248.8,Rail,1034.02
21.6,1243.9,Rail,592.35
34.4,2473.3,Truck,9096.94
28.5,2661.3,Air,99207.48
20.2,2862.0,Air,71337.39
27.8,1567.9,Truck,4797.97
44.0,1584.1,Rail,1528.98
16.4,2406.5,Air,48400.71
30.5,63.3,Sea,32.37
20.9,2359.7,Rail,1055.83
18.3,2941.7,Rail,1212.53
12.1,1726.9,Truck,2277.28
4.6,2448.6,Sea,183.97
36.4,1146.4,Sea,682.03
6.7,1564.0,Air,12833.61
10.4,2601.0,Rail,623.47
44.4,1536.2,Rail,1490.85
36.1,1421.7,Sea,804.19
19.7,2762.5,Sea,904.29
14.4,877.2,Truck,1375.67
35.3,1178.1,Rail,941.45
21.4,1557.0,Truck,3467.41
7.2,1864.6,Rail,303.95
4.3,1595.3,Rail,145.44
31.8,904.7,Air,34615.32
6.5,2006.6,Air,15562.12
23.2,418.9,Truck,978.24
13.9,1581.8,Truck,2200.88
19.5,1181.0,Rail,527.78
18.8,2723.7,Air,64371.77
23.9,2116.5,Air,62457.57
44.6,671.7,Air,38571.57
9.9,1821.9,Air,22618.93
35.8,1133.8,Sea,656.19
44.0,1676.6,Sea,1217.15
44.6,2571.9,Rail,2547.99
19.5,299.3,Air,7116.63
38.0,2629.3,Truck,10042.72
6.6,599.1,Truck,395.66
44.1,412.2,Rail,409.31
20.3,1144.6,Air,30251.82
38.7,2598.2,Air,129737.01
47.7,1898.5,Rail,1946.17
18.2,2401.9,Air,52067.67
47.8,106.2,Truck,517.32
23.9,724.9,Truck,1739.67
31.8,2219.6,Truck,7212.81
1.6,2657.4,Sea,65.07
46.3,2828.5,Sea,2090.33
27.9,579.2,Air,20531.42
19.1,2682.1,Sea,828.66
40.4,1236.6,Sea,775.73
7.1,2551.7,Rail,407.87
41.1,1917.8,Rail,1653.47
14.5,2771.1,Air,48417.91
11.3,903.9,Air,12442.43
7.5,1876.9,Sea,221.77
37.7,1118.0,Truck,4521.46
3.6,1948.1,Air,9072.42
28.0,2871.0,Rail,1829.98
30.5,2412.4,Air,91349.72
47.5,234.7,Air,13754.62
12.7,1274.6,Sea,254.24
37.0,486.5,Truck,1807.58
5.5,2019.4,Rail,250.45
27.7,2272.3,Sea,1039.36
8.6,2339.7,Rail,459.29
11.9,2873.1,Rail,763.87
25.1,1657.9,Sea,654.69
39.0,1763.2,Truck,7552.53
5.2,572.8,Truck,302.61
25.9,890.5,Rail,509.24
48.7,2773.0,Sea,2214.15
45.6,2997.3,Truck,13683.91
4.7,1802.0,Truck,863.41
40.0,2872.0,Air,148890.22
8.4,2870.9,Truck,2486.74
16.4,1107.1,Rail,415.04
11.0,1945.7,Truck,2231.15
42.9,1026.1,Sea,675.35
38.0,1186.9,Sea,694.09
24.9,334.5,Sea,131.97
11.0,304.7,Rail,70.26
34.1,1714.8,Truck,5958.4
34.6,2003.2,Air,89925.06
40.5,2891.4,Sea,1855.61
42.9,423.5,Sea,293.84
23.7,2192.4,Air,62684.69
7.7,1113.9,Truck,942.46
16.3,662.7,Sea,177.41
34.3,579.1,Truck,2139.21
36.5,1701.1,Truck,6429.87
49.8,678.8,Sea,544.11
17.1,656.7,Truck,1204.32
14.1,2268.5,Rail,678.35
9.0,96.4,Rail,18.35
19.4,1249.6,Truck,2539.33
7.5,993.4,Truck,774.34
38.1,303.9,Sea,192.37
14.0,1165.2,Rail,365.55
4.8,1730.6,Rail,177.53
15.1,2131.6,Sea,493.1
14.2,1027.4,Sea,231.35
45.8,444.8,Truck,2116.63
20.9,1014.0,Air,26891.39
9.6,1980.9,Air,22919.92
25.4,1800.1,Air,54646.07
41.9,1077.5,Rail,966.73
1.3,353.3,Sea,7.55
26.1,1152.6,Truck,3114.46
31.2,310.1,Sea,156.43
16.1,779.1,Rail,285.47
47.1,2185.7,Air,133010.36
13.9,222.8,Truck,328.96
9.9,399.8,Truck,427.53
39.6,2053.1,Air,103688.29
41.8,392.5,Rail,356.17
46.5,2243.8,Truck,10511.35
17.1,196.4,Air,4363.23
14.6,946.1,Truck,1500.46
19.5,333.4,Sea,99.08
23.7,343.6,Sea,135.1
47.5,1203.1,Sea,916.02
23.4,2468.6,Rail,1284.89
42.2,2432.6,Rail,2335.15
34.3,2724.2,Air,113430.21
12.9,703.9,Rail,201.45
22.8,2947.8,Air,83986.96
50.0,2858.4,Air,172685.78
33.9,2667.9,Rail,2087.36
23.4,359.6,Sea,132.51
4.9,1748.6,Rail,192.29
19.0,1193.1,Air,29633.68
26.6,1793.0,Sea,767.39
38.3,1890.7,Truck,7709.68
13.4,1716.7,Sea,382.1
4.7,2701.6,Sea,203.88
47.9,1299.6,Sea,999.41
17.3,2325.1,Sea,639.22
10.4,1578.7,Air,21216.67
40.0,65.0,Truck,280.64
4.5,916.2,Air,5198.53
40.4,502.8,Truck,2231.0
19.5,2130.5,Truck,4547.5
26.8,1983.2,Air,64734.92
47.5,2286.4,Truck,11514.22
8.7,1646.4,Sea,224.62
21.6,846.7,Truck,1927.18
4.7,1470.4,Rail,151.04
4.9,1251.9,Rail,140.28
31.4,2168.8,Truck,6885.43
13.3,2616.0,Sea,544.79
18.0,942.7,Air,20266.59
48.5,2872.3,Truck,15216.81
46.2,1242.4,Air,71096.38
8.9,2195.4,Sea,301.06
35.4,2211.1,Rail,1686.7
28.5,2891.0,Sea,1382.64
29.8,350.6,Truck,1103.21
2.5,1126.9,Truck,283.52
13.1,1016.6,Truck,1397.74
31.5,1614.9,Sea,800.28
23.3,1534.2,Sea,567.41
31.8,1440.0,Sea,706.88
17.0,2745.5,Air,59558.83
33.7,756.6,Air,30520.72
31.3,1132.7,Air,45847.7
31.2,389.0,Rail,278.16
40.1,1983.6,Sea,1289.12
4.8,1087.7,Rail,116.87
38.8,327.8,Rail,275.47
31.2,2574.4,Sea,1319.32
11.7,410.9,Air,5928.9
4.6,2330.3,Truck,1108.58
39.7,2211.6,Truck,8835.08
18.0,1515.0,Truck,2959.51
24.7,2375.8,Rail,1305.94
26.4,1761.1,Sea,761.12
14.6,149.0,Truck,223.24
47.1,893.2,Rail,941.98
44.4,1624.8,Sea,1198.04
6.7,2339.8,Rail,342.04
30.6,2261.5,Rail,1529.33
47.4,342.3,Truck,1654.01
36.6,690.1,Truck,2571.27
38.2,1326.9,Air,61636.74
37.3,2516.2,Air,112146.11
13.4,1091.6,Air,18861.35
20.0,1674.3,Rail,702.63
17.0,384.8,Rail,144.81
12.6,1637.0,Air,26211.47
30.9,613.3,Sea,304.46
34.5,721.9,Rail,548.21
46.1,2550.7,Rail,2675.98
11.4,187.5,Sea,33.79
45.7,1033.8,Air,57637.33
37.9,991.5,Air,46224.8
13.4,1017.7,Air,17718.39
31.2,163.1,Sea,84.24
19.2,1616.1,Sea,473.96
6.1,355.2,Truck,230.48
39.1,1690.7,Air,84174.81
14.1,1214.8,Air,21297.66
